# https://simplemaps.com/data/us-cities
"city","state_name","county_name"
"Wingate","Indiana","Montgomery"
"Jennings","Michigan","Missaukee"
"Kiron","Iowa","Crawford"
"Tajique","New Mexico","Torrance"
"Lewistown Heights","Montana","Fergus"
"Auburntown","Tennessee","Cannon"
"Conetoe","North Carolina","Edgecombe"
"Hiddenite","North Carolina","Alexander"
"Allerton","Illinois","Champaign"
"Sylvan Grove","Kansas","Lincoln"
"Crayne","Kentucky","Crittenden"
"Pajarito Mesa","New Mexico","Bernalillo"
"Navajo Dam","New Mexico","San Juan"
"Ragsdale","Indiana","Knox"
"Fairfield","North Carolina","Hyde"
"Gumbranch","Georgia","Liberty"
"Groveland Station","New York","Livingston"
"County Line","Alabama","Blount"
"Gentryville","Indiana","Spencer"
"Crawfordsville","Iowa","Washington"
"Longdale","Oklahoma","Blaine"
"Flatwoods","West Virginia","Braxton"
"Lead Hill","Arkansas","Boone"
"Henry","South Dakota","Codington"
"Rockport","Kentucky","Ohio"
"Big Spring","Missouri","Montgomery"
"Tower City","North Dakota","Cass"
"Vienna","Maryland","Dorchester"
"Woodbury","Pennsylvania","Bedford"
"Gladstone","Illinois","Henderson"
"Bonnieville","Kentucky","Hart"
"James City","Pennsylvania","Elk"
"Uniontown","Kansas","Bourbon"
"Courtland","Kansas","Republic"
"Wadsworth","New York","Livingston"
"Miamiville","Ohio","Clermont"
"Lynn","Arkansas","Lawrence"
"East Springfield","Ohio","Jefferson"
"Modale","Iowa","Harrison"
"Days Creek","Oregon","Douglas"
"Parnell","Iowa","Iowa"
"Milledgeville","Tennessee","McNairy"
"Shungnak","Alaska","Northwest Arctic"
"Chancellor","South Dakota","Turner"
"St. Hilaire","Minnesota","Pennington"
"Black Oak","Arkansas","Craighead"
"Barry","Texas","Navarro"
"Mount Clare","Illinois","Macoupin"
"Toronto","Kansas","Woodson"
"Fayette","Utah","Sanpete"
"Blain","Pennsylvania","Perry"
"Dixie Inn","Louisiana","Webster"
"Defiance","Iowa","Shelby"
"Climax","Minnesota","Polk"
"Pulaski","Georgia","Candler"
"Braden","Tennessee","Fayette"
"Wheeling","Missouri","Livingston"
"Coulter","Iowa","Franklin"
"Sturgis","Mississippi","Oktibbeha"
"Jamestown","Kansas","Cloud"
"Murdock","Minnesota","Swift"
"Ashland","Louisiana","Natchitoches"
"Quinwood","West Virginia","Greenbrier"
"Stoney Point","Oklahoma","Sequoyah"
"Gifford","South Carolina","Hampton"
"Cragsmoor","New York","Ulster"
"Greensboro Bend","Vermont","Orleans"
"Downing","Wisconsin","Dunn"
"Los Alvarez","Texas","Starr"
"High Bridge","Kentucky","Jessamine"
"Newington","Georgia","Screven"
"Langston","Alabama","Jackson"
"Worley","Idaho","Kootenai"
"Brookside","Colorado","Fremont"
"Ambler","Alaska","Northwest Arctic"
"Lindsay","Nebraska","Platte"
"La Escondida","Texas","Starr"
"Cove","Utah","Cache"
"Neosho Rapids","Kansas","Lyon"
"New Ringgold","Pennsylvania","Schuylkill"
"Hundred","West Virginia","Wetzel"
"Hornsby","Tennessee","Hardeman"
"Renwick","Iowa","Humboldt"
"Climax","Georgia","Decatur"
"Almyra","Arkansas","Arkansas"
"East Gillespie","Illinois","Macoupin"
"Tiro","Ohio","Crawford"
"Garden","Utah","Rich"
"Maalaea","Hawaii","Maui"
"Knobel","Arkansas","Clay"
"Stantonville","Tennessee","McNairy"
"Glencoe","Louisiana","St. Mary"
"Genoa","Wisconsin","Vernon"
"Los Altos","Texas","Webb"
"Donnelsville","Ohio","Clark"
"Walterhill","Tennessee","Rutherford"
"Vanduser","Missouri","Scott"
"Longville","Louisiana","Beauregard"
"Milladore","Wisconsin","Wood"
"Rodessa","Louisiana","Caddo"
"Salton Sea Beach","California","Imperial"
"Free Union","Virginia","Albemarle"
"El Moro","Colorado","Las Animas"
"Bayard","West Virginia","Grant"
"Westport","Kentucky","Oldham"
"Donaldson","Pennsylvania","Schuylkill"
"Schneider","Indiana","Lake"
"Ransom","Kansas","Ness"
"Berry","Kentucky","Harrison"
"Carlton","Georgia","Madison"
"Hillrose","Colorado","Morgan"
"Cornfields","Arizona","Apache"
"Emmett","Michigan","St. Clair"
"Chidester","Arkansas","Ouachita"
"Otis","Kansas","Rush"
"McNabb","Illinois","Putnam"
"Shiloh","South Carolina","Sumter"
"Melrose","Ohio","Paulding"
"Maquon","Illinois","Knox"
"Richburg","South Carolina","Chester"
"Earl","North Carolina","Cleveland"
"Robertsville","Ohio","Stark"
"Moran","Texas","Shackelford"
"Orrstown","Pennsylvania","Franklin"
"Walkerville","Michigan","Oceana"
"Prado Verde","Texas","El Paso"
"Medicine Bow","Wyoming","Carbon"
"Louin","Mississippi","Jasper"
"Henderson","West Virginia","Mason"
"Linneus","Missouri","Linn"
"Lake Tekakwitha","Missouri","Jefferson"
"Dickens","Texas","Dickens"
"Dwight","Kansas","Morris"
"Mulhall","Oklahoma","Logan"
"Sammons Point","Illinois","Kankakee"
"Kingsville","Missouri","Johnson"
"Shaktoolik","Alaska","Nome"
"Gulfcrest","Alabama","Mobile"
"Iroquois","South Dakota","Kingsbury"
"Perrytown","Arkansas","Hempstead"
"White Oak","Oklahoma","Craig"
"Brashear","Missouri","Adair"
"East Point","Alabama","Cullman"
"Mallard","Iowa","Palo Alto"
"Brule","Wisconsin","Douglas"
"Alpine","Colorado","Rio Grande"
"Toccopola","Mississippi","Pontotoc"
"Easton","Kansas","Leavenworth"
"Bovill","Idaho","Latah"
"Eckley","Colorado","Yuma"
"Rowena","Oregon","Wasco"
"Temperanceville","Virginia","Accomack"
"Glenbrook","Nevada","Douglas"
"Dripping Springs","Arizona","Gila"
"Snelling","South Carolina","Barnwell"
"Huslia","Alaska","Yukon-Koyukuk"
"Wardensville","West Virginia","Hardy"
"Itmann","West Virginia","Wyoming"
"Klagetoh","Arizona","Apache"
"Repton","Alabama","Conecuh"
"Willow Creek","Montana","Gallatin"
"Talmo","Georgia","Jackson"
"Dryville","Pennsylvania","Berks"
"Hendricks","West Virginia","Tucker"
"Fayetteville","Texas","Fayette"
"Lyman","Utah","Wayne"
"Skidmore","Missouri","Nodaway"
"Geneseo","Kansas","Rice"
"Mingus","Texas","Palo Pinto"
"Dubberly","Louisiana","Webster"
"Floridatown","Florida","Santa Rosa"
"Indianola","Illinois","Vermilion"
"Copake Hamlet","New York","Columbia"
"Corunna","Indiana","DeKalb"
"Johnson","Oklahoma","Pottawatomie"
"Walker","Missouri","Vernon"
"Halbur","Iowa","Carroll"
"Bay View","Michigan","Emmet"
"Plattville","Illinois","Kendall"
"Dedham","Iowa","Carroll"
"Cedar Point","Illinois","LaSalle"
"Hewitt","Minnesota","Todd"
"Heath","Alabama","Covington"
"Lucky","Louisiana","Bienville"
"Chambers","Nebraska","Holt"
"Kensett","Iowa","Worth"
"Matlacha Isles-Matlacha Shores","Florida","Lee"
"Witherbee","New York","Essex"
"Waterloo","Oregon","Linn"
"Parrott","Virginia","Pulaski"
"Marietta","Mississippi","Prentiss"
"Greenhorn","California","Plumas"
"Scranton","North Dakota","Bowman"
"Plainville","Illinois","Adams"
"Bushton","Kansas","Rice"
"Arcadia","Michigan","Manistee"
"Sasser","Georgia","Terrell"
"Garvin","Oklahoma","McCurtain"
"Goshen","Alabama","Pike"
"Yorkville","Tennessee","Gibson"
"Deloit","Iowa","Crawford"
"Clarksdale","Missouri","DeKalb"
"Ponderosa","New Mexico","Sandoval"
"Kremlin","Oklahoma","Garfield"
"Fulton","Ohio","Morrow"
"Charleston Park","Florida","Lee"
"Valle","Arizona","Coconino"
"Rocheport","Missouri","Boone"
"Diller","Nebraska","Jefferson"
"Freedom Acres","Arizona","Gila"
"Corwith","Iowa","Hancock"
"Echo","Minnesota","Yellow Medicine"
"Howell","Utah","Box Elder"
"Herminie","Pennsylvania","Westmoreland"
"Albion","California","Mendocino"
"Morrison Crossroads","Alabama","Randolph"
"Glenwood","Washington","Klickitat"
"Sanford","Alabama","Covington"
"Wolbach","Nebraska","Greeley"
"Wellsville","Pennsylvania","York"
"La Motte","Iowa","Jackson"
"Davenport Center","New York","Delaware"
"Midville","Georgia","Burke"
"Rock River","Wyoming","Albany"
"Trowbridge","California","Sutter"
"Kaktovik","Alaska","North Slope"
"Prescott","Michigan","Ogemaw"
"Spring Branch","Texas","Comal"
"Gays","Illinois","Moultrie"
"White Hills","Arizona","Mohave"
"Long","Oklahoma","Sequoyah"
"Alice Acres","Texas","Jim Wells"
"Cairo","West Virginia","Ritchie"
"Dillon Beach","California","Marin"
"Tecolotito","New Mexico","San Miguel"
"Benjamin","Texas","Knox"
"Rufus","Oregon","Sherman"
"Buck Run","Pennsylvania","Schuylkill"
"Greensburg","Maryland","Washington"
"Waggoner","Illinois","Montgomery"
"Amherst","Nebraska","Buffalo"
"Fowlerton","Indiana","Grant"
"Parmele","North Carolina","Martin"
"Moscow","Maryland","Allegany"
"Winston","Missouri","Daviess"
"Linn Creek","Missouri","Camden"
"Granville","North Dakota","McHenry"
"Braggs","Oklahoma","Muskogee"
"Wixon Valley","Texas","Brazos"
"Villard","Minnesota","Pope"
"Goltry","Oklahoma","Alfalfa"
"Trinity Village","California","Trinity"
"Jefferson","Pennsylvania","Greene"
"Soper","Oklahoma","Choctaw"
"Fairview","Kentucky","Christian"
"Brookville","Kansas","Saline"
"Sugar City","Colorado","Crowley"
"Table Rock","Nebraska","Pawnee"
"Tuleta","Texas","Bee"
"Centertown","Tennessee","Warren"
"Bakerhill","Alabama","Barbour"
"Malinta","Ohio","Henry"
"Parkdale","Arkansas","Ashley"
"Ironton","Wisconsin","Sauk"
"Carmine","Texas","Fayette"
"Backus","Minnesota","Cass"
"Avoca","Nebraska","Cass"
"Sibley","Illinois","Ford"
"Hunter","North Dakota","Cass"
"Hope","North Dakota","Steele"
"New Alexandria","Ohio","Jefferson"
"Ivesdale","Illinois","Champaign"
"Delta","Louisiana","Madison"
"Alta Vista","Iowa","Chickasaw"
"Le Roy","Michigan","Osceola"
"Carter","Oklahoma","Beckham"
"Clifford","Indiana","Bartholomew"
"Keo","Arkansas","Lonoke"
"Fresno","Ohio","Coshocton"
"Fields Landing","California","Humboldt"
"Metaline Falls","Washington","Pend Oreille"
"Eagle Nest","New Mexico","Colfax"
"Collinston","Louisiana","Morehouse"
"Utica","Missouri","Livingston"
"Dixon","Iowa","Scott"
"Swall Meadows","California","Mono"
"Walcott","North Dakota","Richland"
"Highland","Ohio","Highland"
"Tollette","Arkansas","Howard"
"Ten Sleep","Wyoming","Washakie"
"Martelle","Iowa","Jones"
"Castleford","Idaho","Twin Falls"
"Boulder Flats","Wyoming","Fremont"
"Platter","Oklahoma","Bryan"
"Bartow","Georgia","Jefferson"
"Sheep Springs","New Mexico","San Juan"
"Big Cabin","Oklahoma","Craig"
"Santa Rita","Montana","Glacier"
"New Suffolk","New York","Suffolk"
"Delco","North Carolina","Columbus"
"Redfield","Texas","Nacogdoches"
"Maywood","Nebraska","Frontier"
"Litchfield","Nebraska","Sherman"
"Mantoloking","New Jersey","Ocean"
"Aniwa","Wisconsin","Shawano"
"Geraldine","Montana","Chouteau"
"Lula","Mississippi","Coahoma"
"Alvan","Illinois","Vermilion"
"Bear Creek Village","Pennsylvania","Luzerne"
"Lu Verne","Iowa","Kossuth"
"Chelsea","Iowa","Tama"
"Jamestown","Colorado","Boulder"
"New Effington","South Dakota","Roberts"
"Eitzen","Minnesota","Houston"
"Abercrombie","North Dakota","Richland"
"Port Hope","Michigan","Huron"
"Venango","Pennsylvania","Crawford"
"Dalton","Minnesota","Otter Tail"
"Cheraw","Colorado","Otero"
"Angie","Louisiana","Washington"
"Tanana","Alaska","Yukon-Koyukuk"
"Lebanon","Wisconsin","Dodge"
"Cruzville","New Mexico","Catron"
"Lockbourne","Ohio","Franklin"
"Marble City","Oklahoma","Sequoyah"
"Brandonville","Pennsylvania","Schuylkill"
"Three Rocks","California","Fresno"
"Santa Cruz","New Mexico","Santa Fe"
"Elcho","Wisconsin","Langlade"
"Fairview","Kansas","Brown"
"Perry","South Carolina","Aiken"
"Dillsboro","North Carolina","Jackson"
"Ostrander","Minnesota","Fillmore"
"Wynnedale","Indiana","Marion"
"Port William","Ohio","Clinton"
"Dover","Kentucky","Mason"
"Denning","Arkansas","Franklin"
"Harrell","Arkansas","Calhoun"
"Harveyville","Kansas","Wabaunsee"
"Elmer City","Washington","Okanogan"
"McFarland","Kansas","Wabaunsee"
"Pope","Mississippi","Panola"
"Magnolia","Illinois","Putnam"
"Belcher","Louisiana","Caddo"
"Atqasuk","Alaska","North Slope"
"Summerfield","Ohio","Noble"
"Denton","Georgia","Jeff Davis"
"Canada Creek Ranch","Michigan","Montmorency"
"Perla","Arkansas","Hot Spring"
"La Plant","South Dakota","Dewey"
"Kennebec","South Dakota","Lyman"
"Little Meadows","Pennsylvania","Susquehanna"
"Luxemburg","Iowa","Dubuque"
"Houston Lake","Missouri","Platte"
"Murdock","Nebraska","Cass"
"Peoa","Utah","Summit"
"Cunningham","Kentucky","Carlisle"
"Decker","Indiana","Knox"
"Vera","Oklahoma","Washington"
"Cumberland","Iowa","Cass"
"Cassel","California","Shasta"
"Condon","Montana","Missoula"
"Low Moor","Iowa","Clinton"
"Porcupine","North Dakota","Sioux"
"Groveland","California","Tuolumne"
"Galt","Missouri","Grundy"
"Irwin","Idaho","Bonneville"
"Pinesburg","Maryland","Washington"
"Mashantucket","Connecticut","New London"
"Dendron","Virginia","Surry"
"Lewisville","Minnesota","Watonwan"
"Gilmore","Arkansas","Crittenden"
"Chandler","Minnesota","Murray"
"Fulton","Alabama","Clarke"
"Silver City","Iowa","Mills"
"Wellston","Michigan","Manistee"
"Two Strike","South Dakota","Todd"
"Widener","Arkansas","St. Francis"
"Streetman","Texas","Freestone"
"Bonita","Louisiana","Morehouse"
"Yellow Pine","Idaho","Valley"
"Pinedale","Arizona","Navajo"
"Forest City","Missouri","Holt"
"Wortham","Missouri","St. Francois"
"Cabery","Illinois","Ford"
"Greencastle","Missouri","Sullivan"
"Eugene","Missouri","Cole"
"Jacob City","Florida","Jackson"
"Nikolaevsk","Alaska","Kenai Peninsula"
"Woodland","Utah","Summit"
"Breckenridge","Oklahoma","Garfield"
"Browning","Missouri","Linn"
"Lyon Mountain","New York","Clinton"
"Frohna","Missouri","Perry"
"Bryant","Indiana","Jay"
"Waucoma","Iowa","Fayette"
"Ewing","Kentucky","Fleming"
"Copper Center","Alaska","Valdez-Cordova"
"Bluff","Utah","San Juan"
"Swan Valley","Idaho","Bonneville"
"Okreek","South Dakota","Todd"
"Eastport","Michigan","Antrim"
"Grainfield","Kansas","Gove"
"Grafton","Iowa","Worth"
"Baskin","Louisiana","Franklin"
"Henderson","Illinois","Knox"
"Saddlebrooke","Missouri","Christian"
"Thawville","Illinois","Iroquois"
"Sweet Water","Alabama","Marengo"
"Anamoose","North Dakota","McHenry"
"Powellsville","North Carolina","Bertie"
"Letona","Arkansas","White"
"Edgemont","Maryland","Washington"
"Vandemere","North Carolina","Pamlico"
"Reeves","Louisiana","Allen"
"Torrey","Utah","Wayne"
"Daggett","Michigan","Menominee"
"Noble","Louisiana","Sabine"
"Harvey","Iowa","Marion"
"White Signal","New Mexico","Grant"
"Elmira","California","Solano"
"Westbrook","Texas","Mitchell"
"Drowning Creek","Oklahoma","Delaware"
"Fallston","Pennsylvania","Beaver"
"Pecktonville","Maryland","Washington"
"Hiouchi","California","Del Norte"
"Mosquito Lake","Alaska","Haines"
"Sandy Hook","Wisconsin","Grant"
"Emerald Beach","Missouri","Barry"
"Macedonia","Iowa","Pottawattamie"
"Wall Lane","Arizona","Yuma"
"Nulato","Alaska","Yukon-Koyukuk"
"Spickard","Missouri","Grundy"
"Richview","Illinois","Washington"
"Millican","Texas","Brazos"
"Willow Lake","South Dakota","Clark"
"Newtown","Indiana","Fountain"
"Humptulips","Washington","Grays Harbor"
"Montour","Iowa","Tama"
"Lane","Oklahoma","Atoka"
"Oconee","Georgia","Washington"
"Glen Ridge","Florida","Palm Beach"
"Mulat","Florida","Santa Rosa"
"Klickitat","Washington","Klickitat"
"Union","Nebraska","Cass"
"Iaeger","West Virginia","McDowell"
"Hinsdale","Montana","Valley"
"Higginsport","Ohio","Brown"
"Dix","Nebraska","Kimball"
"Modoc","South Carolina","McCormick"
"Hayward","Minnesota","Freeborn"
"Hamilton","Kansas","Greenwood"
"Willard","New Mexico","Torrance"
"Castor","Louisiana","Bienville"
"La Liga","Puerto Rico","Caguas"
"Anderson","Texas","Grimes"
"Cisco","Illinois","Piatt"
"Poston","Arizona","La Paz"
"Greeley","Iowa","Delaware"
"Agency Village","South Dakota","Roberts"
"Paisley","Oregon","Lake"
"Old Fort","Ohio","Seneca"
"Mullinville","Kansas","Kiowa"
"Steward","Illinois","Lee"
"Woodson","Texas","Throckmorton"
"Bath","North Carolina","Beaufort"
"Agra","Kansas","Phillips"
"Vansant","Virginia","Buchanan"
"Hilltop","Texas","Frio"
"Montpelier","Louisiana","St. Helena"
"Boynton","Oklahoma","Muskogee"
"Boulder","Utah","Garfield"
"Connorville","Ohio","Jefferson"
"Madison","Virginia","Madison"
"Talmage","Nebraska","Otoe"
"Blue Springs","Mississippi","Union"
"Slaughter Beach","Delaware","Sussex"
"Pemberton","Minnesota","Blue Earth"
"Schuyler","Virginia","Nelson"
"Thorp","Washington","Kittitas"
"Keswick","Iowa","Keokuk"
"Central Pacolet","South Carolina","Spartanburg"
"Ames","Oklahoma","Major"
"Hickory Ridge","Arkansas","Cross"
"Greensboro","Pennsylvania","Greene"
"Pottersville","New York","Warren"
"Pace","Mississippi","Bolivar"
"Boon","Michigan","Wexford"
"Pisgah","Iowa","Harrison"
"Sims","Illinois","Wayne"
"Wadena","Iowa","Fayette"
"Partridge","Kansas","Reno"
"Monetta","South Carolina","Aiken"
"Taylor Landing","Texas","Jefferson"
"Lansford","North Dakota","Bottineau"
"Young Place","New Mexico","San Juan"
"Kappa","Illinois","Woodford"
"Gillsville","Georgia","Banks"
"Menominee","Illinois","Jo Daviess"
"Womelsdorf","West Virginia","Randolph"
"Briarcliff","Arkansas","Baxter"
"Grand Cane","Louisiana","De Soto"
"Watha","North Carolina","Pender"
"Yale","Iowa","Guthrie"
"Raiford","Florida","Union"
"Zumbro Falls","Minnesota","Wabasha"
"Kingsbury","Indiana","LaPorte"
"Homa Hills","Wyoming","Natrona"
"Sweetwater","Idaho","Nez Perce"
"Nettle Lake","Ohio","Williams"
"Hardinsburg","Indiana","Washington"
"Crossnore","North Carolina","Avery"
"Leamington","Utah","Millard"
"Marquette","Nebraska","Hamilton"
"Fort Peck","Montana","Valley"
"Malta Bend","Missouri","Saline"
"Schubert","Pennsylvania","Berks"
"Hopewell","Pennsylvania","Bedford"
"Harmon","North Dakota","Morton"
"Union Dale","Pennsylvania","Susquehanna"
"Ranchette Estates","Texas","Willacy"
"Severn","North Carolina","Northampton"
"Fontana","Kansas","Miami"
"Winesburg","Ohio","Holmes"
"Troy Grove","Illinois","LaSalle"
"Holstein","Nebraska","Adams"
"East Thermopolis","Wyoming","Hot Springs"
"Schell City","Missouri","Vernon"
"Lexa","Arkansas","Phillips"
"Meservey","Iowa","Cerro Gordo"
"Woodlawn","Kentucky","Campbell"
"Flintstone","Maryland","Allegany"
"Taft","Oklahoma","Muskogee"
"Livonia Center","New York","Livingston"
"Addieville","Illinois","Washington"
"Edesville","Maryland","Kent"
"Hillsboro","West Virginia","Pocahontas"
"Ebony","Virginia","Brunswick"
"Morgan City","Mississippi","Leflore"
"Bowers","Pennsylvania","Berks"
"Mountain","Wisconsin","Oconto"
"Country Acres","Texas","San Patricio"
"Ste. Marie","Illinois","Jasper"
"Potter","Wisconsin","Calumet"
"Meno","Oklahoma","Major"
"Prescott","Iowa","Adams"
"Rosston","Arkansas","Nevada"
"Blackburn","Missouri","Saline"
"Milroy","Minnesota","Redwood"
"Teller","Alaska","Nome"
"Guinda","California","Yolo"
"Bentonville","Ohio","Adams"
"Peoria","Oregon","Linn"
"North Sultan","Washington","Snohomish"
"Sandia Park","New Mexico","Bernalillo"
"Constableville","New York","Lewis"
"Del Mar Heights","Texas","Cameron"
"Saratoga","Indiana","Randolph"
"Brainards","New Jersey","Warren"
"Garland","Arkansas","Miller"
"Midway","Texas","Madison"
"Shady Dale","Georgia","Jasper"
"Waco","Nebraska","York"
"Berkey","Ohio","Lucas"
"Sandy Point","Texas","Brazoria"
"The Plains","Virginia","Fauquier"
"Parc","New York","Clinton"
"Springview","Nebraska","Keya Paha"
"New Riegel","Ohio","Seneca"
"Glenwood","Indiana","Rush"
"Lexington","Oregon","Morrow"
"Michigamme","Michigan","Marquette"
"Peoria","Colorado","Arapahoe"
"Newtown","Pennsylvania","Schuylkill"
"Bluebell","Utah","Duchesne"
"Lake Lillian","Minnesota","Kandiyohi"
"Upper Kalskag","Alaska","Bethel"
"Carl","Georgia","Barrow"
"Fredonia","Iowa","Louisa"
"Gorst","Washington","Kitsap"
"Bethune","Colorado","Kit Carson"
"Cashtown","Pennsylvania","Adams"
"Bronaugh","Missouri","Vernon"
"Little Creek","Delaware","Kent"
"Cypress","Illinois","Johnson"
"Interlaken","Utah","Wasatch"
"Sanders","Kentucky","Carroll"
"Williams","Indiana","Lawrence"
"Peetz","Colorado","Logan"
"Twin Lakes","Minnesota","Mahnomen"
"Orient","Ohio","Pickaway"
"Twin Lakes","Iowa","Calhoun"
"New Harmony","Utah","Washington"
"Mount Eaton","Ohio","Wayne"
"North Bay","Wisconsin","Racine"
"Radisson","Wisconsin","Sawyer"
"Wolverine","Michigan","Cheboygan"
"Sandy Hook","Maryland","Washington"
"Ryegate","Montana","Golden Valley"
"Henning","Illinois","Vermilion"
"Creswell","North Carolina","Washington"
"Liberty","Pennsylvania","Tioga"
"Vallecito","California","Calaveras"
"Candelero Abajo","Puerto Rico","Humacao"
"Donnelly","Minnesota","Stevens"
"Prompton","Pennsylvania","Wayne"
"Bone Gap","Illinois","Edwards"
"Alsea","Oregon","Benton"
"Galisteo","New Mexico","Santa Fe"
"Kangley","Illinois","LaSalle"
"Easton","Missouri","Buchanan"
"Walton","Kansas","Harvey"
"Pachuta","Mississippi","Clarke"
"Boones Mill","Virginia","Franklin"
"E. Lopez","Texas","Starr"
"Fenton","Iowa","Kossuth"
"Martinsburg","Ohio","Knox"
"Kipton","Ohio","Lorain"
"Concord","Arkansas","Cleburne"
"Nason","Illinois","Jefferson"
"Manor Creek","Kentucky","Jefferson"
"Bison","Kansas","Rush"
"Denton","Montana","Fergus"
"Leavenworth","Indiana","Crawford"
"Oak Ridge","Missouri","Cape Girardeau"
"McCutchenville","Ohio","Seneca"
"Summer Shade","Kentucky","Metcalfe"
"Mount Carmel","South Carolina","McCormick"
"Rabbit Hash","Kentucky","Boone"
"Clyde","New Jersey","Somerset"
"Aspers","Pennsylvania","Adams"
"Duane Lake","New York","Schenectady"
"Bessemer Bend","Wyoming","Natrona"
"Western","Nebraska","Saline"
"Crystal Lake","Iowa","Hancock"
"Woodland Hills","Nebraska","Otoe"
"Applegate","Michigan","Sanilac"
"Gilby","North Dakota","Grand Forks"
"Pontiac","Missouri","Ozark"
"Orchard Hill","Georgia","Spalding"
"Cromwell","Minnesota","Carlton"
"Venice","Louisiana","Plaquemines"
"Stites","Idaho","Idaho"
"Bardolph","Illinois","McDonough"
"Chesterville","Ohio","Morrow"
"Coldiron","Kentucky","Harlan"
"Springfield","West Virginia","Hampshire"
"Rogersville","Pennsylvania","Greene"
"Alto Bonito Heights","Texas","Starr"
"Macdona","Texas","Bexar"
"Basin","Montana","Jefferson"
"New Post","Wisconsin","Sawyer"
"Jennings","Maryland","Garrett"
"Ackerly","Texas","Dawson"
"Staplehurst","Nebraska","Seward"
"Lemon Cove","California","Tulare"
"Bigelow","Minnesota","Nobles"
"Warfield","Kentucky","Martin"
"Severy","Kansas","Greenwood"
"Nixon","Nevada","Washoe"
"Kit Carson","Colorado","Cheyenne"
"Saxis","Virginia","Accomack"
"Pawnee Rock","Kansas","Barton"
"Rico","Colorado","Dolores"
"Jerico Springs","Missouri","Cedar"
"Branch","Louisiana","Acadia"
"Center Point","Indiana","Clay"
"Tamaha","Oklahoma","Haskell"
"Madrid","Nebraska","Perkins"
"Elm Grove","Oklahoma","Adair"
"Laurel","Iowa","Marshall"
"Hobson","Montana","Judith Basin"
"Roaring Springs","Texas","Motley"
"Callaway","Minnesota","Becker"
"Leonard","North Dakota","Cass"
"Vina","California","Tehama"
"Pavillion","Wyoming","Fremont"
"Crossgate","Kentucky","Jefferson"
"Goldsboro","Maryland","Caroline"
"Darling","Mississippi","Quitman"
"Rensselaer","Missouri","Ralls"
"Lenora","Kansas","Norton"
"Oliver","Georgia","Screven"
"Kistler","West Virginia","Logan"
"Roosevelt","Oklahoma","Kiowa"
"Fitzhugh","Oklahoma","Pontotoc"
"White City","Illinois","Macoupin"
"Grinnell","Kansas","Gove"
"Pyatt","Arkansas","Marion"
"Pungoteague","Virginia","Accomack"
"Page","North Dakota","Cass"
"Trent","South Dakota","Moody"
"Scranton","Arkansas","Logan"
"Paton","Iowa","Greene"
"Greenview","California","Siskiyou"
"Seneca","Oregon","Grant"
"Cullomburg","Alabama","Choctaw"
"Roopville","Georgia","Carroll"
"Plaucheville","Louisiana","Avoyelles"
"Pease","Minnesota","Mille Lacs"
"Forsan","Texas","Howard"
"Yorkana","Pennsylvania","York"
"Fredonia","Alabama","Chambers"
"Rockford","Idaho","Bingham"
"Kings Point","Montana","Lake"
"Dos Palos Y","California","Merced"
"Unionville Center","Ohio","Union"
"Buckner","Arkansas","Lafayette"
"Emma","Missouri","Saline"
"Amsterdam","Missouri","Bates"
"Creston","Washington","Lincoln"
"Grandin","Missouri","Carter"
"Nilwood","Illinois","Macoupin"
"Campbell Station","Arkansas","Jackson"
"Miguel Barrera","Texas","Starr"
"Olancha","California","Inyo"
"Seagrove","North Carolina","Randolph"
"Darbyville","Ohio","Pickaway"
"Gary","South Dakota","Deuel"
"Horn Hill","Alabama","Covington"
"Caroline","Wisconsin","Shawano"
"Orason","Texas","Cameron"
"Lexington","Georgia","Oglethorpe"
"St. Francis","Arkansas","Clay"
"Benedict","Nebraska","York"
"Summit","Utah","Iron"
"Olar","South Carolina","Bamberg"
"Pamplin City","Virginia","Appomattox"
"North Hartland","Vermont","Windsor"
"Momeyer","North Carolina","Nash"
"Catarina","Texas","Dimmit"
"Mesa Vista","California","Alpine"
"Elrosa","Minnesota","Stearns"
"Holcombe","Wisconsin","Chippewa"
"Spring Lake","Indiana","Hancock"
"Keene","California","Kern"
"Kirbyville","Missouri","Taney"
"Barrera","Texas","Starr"
"Omaha","Illinois","Gallatin"
"Sperryville","Virginia","Rappahannock"
"Willow Hill","Illinois","Jasper"
"Napoleon","Indiana","Ripley"
"Clam Gulch","Alaska","Kenai Peninsula"
"Walnut","Kansas","Crawford"
"Kite","Georgia","Johnson"
"Fort Laramie","Wyoming","Goshen"
"Lima","Montana","Beaverhead"
"Frontenac","Minnesota","Goodhue"
"Phippsburg","Colorado","Routt"
"Smithland","Iowa","Woodbury"
"Cedar Hill Lakes","Missouri","Jefferson"
"Packwood","Iowa","Jefferson"
"Lake Wilson","Minnesota","Murray"
"New Columbus","Pennsylvania","Luzerne"
"Glen Campbell","Pennsylvania","Indiana"
"Flensburg","Minnesota","Morrison"
"Hoople","North Dakota","Walsh"
"Morrill","Kansas","Brown"
"Creola","Louisiana","Grant"
"Marathon","Iowa","Buena Vista"
"Bakersfield","Missouri","Ozark"
"Point Lay","Alaska","North Slope"
"La Presa","Texas","Webb"
"Ambia","Indiana","Benton"
"Belknap","Montana","Sanders"
"Reading","Kansas","Lyon"
"Waldorf","Minnesota","Waseca"
"Valle Crucis","North Carolina","Watauga"
